Selected,LoanNr_ChkDgt,Name,Zip,ICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv,New,RealEstate,Portion,daysterm,xx,Default
0,7462834004,YOUNG KIHL CHUNG,91104,532230,16215,2004,60,3,1,0,3,1,1,Y,N,,16252,80000,0,P I F,0,80000,40000,0,0,0.5,1800,18052,0
0,7465724001,THE MORTGAGE NETWORK,95128,531210,16216,2004,300,10,1,0,10,1,1,0,N,,16252,567000,0,P I F,0,567000,425250,0,1,0.75,9000,25252,0
1,7469704003,ALPINE POWER EQUIPMENT,96145,532310,16217,2004,300,3,1,3,6,1,1,0,N,,16252,371000,0,P I F,0,371000,278250,0,1,0.75,9000,25252,0
0,7473154007,M G DIGITAL INC,90230,532490,16217,2004,84,2,1,0,2,1,1,Y,N,,16314,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18834,0
1,7483444004,AMERICAN SELECT,92677,531210,16219,2004,84,4,1,0,4,1,1,Y,N,,16252,55000,0,P I F,0,50000,25000,0,0,0.5,2520,18772,0
1,7485684010,J B BACKHOE SERVICES INC,91773,532490,16223,2004,19,2,1,0,2,1,1,Y,N,19383,16252,76609,0,CHGOFF,21418,60000,30000,0,0,0.5,570,16822,1
0,7486284010,"MANALO REALTY, INC",91913,531210,16223,2004,240,5,1,2,5,1,1,N,N,,16847,527000,0,P I F,0,527000,527000,0,1,1,7200,24047,0
1,7486454002,"AMERICAN ALLIANCE GROUP, INC.",92626,531210,16223,2004,38,8,1,0,8,1,1,N,N,17840,16405,99000,0,CHGOFF,43928,50000,25000,0,0,0.5,1140,17545,1
1,7490004010,MORTGAGE SOLUTION GROUP LLC,95102,531210,16224,2004,240,11,1,4,0,1,1,0,N,,16329,158000,0,P I F,0,425000,425000,0,1,1,7200,23529,0
0,7490794002,L A LAWNMOWER,93065,532490,16224,2004,84,3,1,0,3,1,1,Y,N,,16436,45000,0,P I F,0,45000,22500,0,0,0.5,2520,18956,0
1,7496974009,"ALEXIS LIMOUSINE & SEDAN SVC,I",92648,531210,16226,2004,300,25,1,0,25,1,1,0,N,,16252,539100,0,P I F,0,539100,404325,0,1,0.75,9000,25252,0
0,7499294001,RICHARD M BOOMHOWER,93063,532490,16226,2004,1,6,1,0,6,1,2,0,N,18907,16375,25000,0,CHGOFF,5301,25000,12500,0,0,0.5,30,16405,1
0,7499584005,WISHON MANAGEMENT,91364,531210,16226,2004,84,2,2,0,2,1,1,Y,N,,16405,20000,0,P I F,0,10000,5000,1,0,0.5,2520,18925,0
0,7502924002,REALTY EXECUTIVES EAST COUNTY,93063,531210,16229,2004,120,8,1,4,12,68880,1,0,N,,16252,309000,0,P I F,0,309000,231750,0,0,0.75,3600,19852,0
0,7505534009,SMART MANAGEMENT & COMPANY,95831,531210,16230,2004,240,1,1,3,0,1,1,0,N,,16294,188000,0,P I F,0,249000,249000,0,1,1,7200,23494,0
0,7505564007,DICK BAXLEY AND PAULA BAXLEY L,92260,531210,16230,2004,300,15,1,3,15,1,1,0,N,,16252,1467000,0,P I F,0,1467000,1100250,0,1,0.75,9000,25252,0
1,7509884006,"LAKE OF THE SKY PROPERTIES, IN",96145,531120,16231,2004,217,4,1,2,2,1,1,0,N,18891,16252,1656500,0,CHGOFF,586026,1656500,1242375,0,0,0.75,6510,22762,1
1,7510094002,CFC COMMERCIAL FINANCE CORPORA,95126,531390,16231,2004,300,2,1,8,2,1,1,0,N,,16252,1080000,0,P I F,0,1080000,810000,0,1,0.75,9000,25252,0
0,7517764005,BANKERS HILL PROPERTIES,92103,531210,16236,2004,84,14,1,4,14,1,1,Y,N,,16252,100000,0,P I F,0,100000,50000,0,0,0.5,2520,18772,0
0,7520534007,ADZ CORPORATION,95661,531210,16237,2004,59,58,1,2,7,1,1,Y,N,,16314,91075,0,P I F,0,40000,20000,0,0,0.5,1770,18084,0
0,7521584002,AARON'S SALES & LEASING,90260,532299,16237,2004,300,20,1,0,20,1357,1,0,N,,16283,1423700,0,P I F,0,1423700,1067775,0,1,0.75,9000,25283,0
1,7524584008,MINGLEWOOD INC,95949,531311,16237,2004,38,1,1,0,1,1,1,T,N,17671,16252,50000,0,CHGOFF,50000,50000,25000,0,0,0.5,1140,17392,1
0,7536844000,S SQUARED LLC,92660,531120,16240,2004,120,39,1,0,39,1,1,0,N,,16252,269200,0,P I F,0,269200,201900,0,0,0.75,3600,19852,0
1,7537054001,KOBAWOO VIDEO,92844,532230,16240,2004,84,1,1,0,1,1,1,0,N,,16252,160000,0,P I F,0,160000,80000,0,0,0.5,2520,18772,0
1,7540694006,"MARSHALL REDDICK REALTY,",92614,531210,16240,2004,240,40,1,25,0,1,1,N,N,,16357,1300000,0,P I F,0,1300000,1300000,0,1,1,7200,23557,0
1,7542004002,FIRST CHOICE EXECUTIVE SUITES,92037,531120,16245,2004,120,15,1,0,0,1,1,N,N,,16405,1022400,0,P I F,0,1030100,515050,0,0,0.5,3600,20005,0
1,7543314003,SHOW GEAR PRODUCTIONS INC,92685,532210,16244,2004,300,11,1,0,11,1,1,0,N,,16283,144000,0,P I F,0,144000,122400,0,1,0.85,9000,25283,0
1,7543854001,FIDELITY BROKERS,94560,531210,16244,2004,240,7,1,3,0,1,1,0,N,,16420,305000,0,P I F,0,305000,305000,0,1,1,7200,23620,0
0,7545734004,HAN KOOK VIDEO RENTAL,95051,532230,16244,2004,60,2,1,0,2,1,1,0,N,,16283,60000,0,P I F,0,60000,30000,0,0,0.5,1800,18083,0
0,7547444004,CAPITAL REALITY SERVICES INC,91724,531210,16244,2004,84,7,1,0,7,1,1,Y,N,,16436,10000,0,P I F,0,10000,5000,0,0,0.5,2520,18956,0
1,7550414007,GLOBAL REALTY,92553,531210,16245,2004,41,12,1,0,12,1,1,Y,N,18444,16283,231921,0,CHGOFF,100000,100000,50000,0,0,0.5,1230,17513,1
0,7560924000,UBENETTE ASSOCIATES,90746,532490,16247,2004,84,2,1,0,2,1,1,Y,N,,16405,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18925,0
0,7565744004,BAHADOR MIKHAK,90019,532111,16250,2004,300,8,1,0,8,1,1,0,N,,16283,461000,0,P I F,0,461000,345750,0,1,0.75,9000,25283,0
1,7579354006,CHARLES ANTHONY & ASSOCIATES,92692,531210,16254,2004,36,2,1,0,2,1,1,Y,N,,16679,50000,0,P I F,0,50000,25000,0,0,0.5,1080,17759,0
1,7582324009,LPD ENTERPRISES,93613,531210,16254,2004,84,1,1,0,1,1,1,Y,N,,16526,10500,0,P I F,0,10500,5250,0,0,0.5,2520,19046,0
1,7586944004,SCOTT T SHORT,95822,531210,16259,2004,84,1,1,1,1,1,1,Y,N,,16283,47179,0,P I F,0,37000,18500,0,0,0.5,2520,18803,0
1,7588964003,MORTGAGE SOLUTION GROUP LLC,95112,531210,16259,2004,240,11,1,4,0,1,1,0,N,,16329,269000,0,P I F,0,269000,269000,0,1,1,7200,23529,0
0,7589794002,EMPIRE CRANE SERVICE,92313,532412,16260,2004,36,1,1,0,1,1,1,Y,N,,16375,10215,0,P I F,0,30000,15000,0,0,0.5,1080,17455,0
0,7589934007,WEN HUA REALTOR INC,91776,531210,16260,2004,84,4,1,3,1,1,1,Y,N,,16467,20000,0,P I F,0,10000,5000,0,0,0.5,2520,18987,0
1,7596344005,"RECTOR EQUIPMENT RENTALS, INC.",92020,532412,16261,2004,120,11,1,0,0,1,1,N,N,,16375,463500,0,P I F,0,463500,347625,0,0,0.75,3600,19975,0
0,7597863003,PLANET VIDEO,92103,532230,12682,1994,120,5,1,0,0,1,0,N,N,,12814,110000,0,P I F,0,110000,99000,0,0,0.9,3600,16414,0
0,7601104009,CROWN REALTY,95350,531210,16264,2004,27,1,1,0,1,1,1,N,N,18151,16405,10000,0,CHGOFF,6752,10000,5000,0,0,0.5,810,17215,1
0,7602864005,REAL ESTATE CONCEPTS INC,93101,531210,16264,2004,84,2,1,0,2,1,1,0,N,,16375,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18895,0
0,7604654005,MARIN 1 REAL ESTATE & INV SVCS,94901,531210,16265,2004,22,10,1,5,15,1,1,Y,N,18312,16314,226268,0,CHGOFF,67231,70000,35000,0,0,0.5,660,16974,1
0,7608964001,DAISY'S PARTY LINENS,91910,532299,16266,2004,84,1,1,0,1,1,1,Y,N,,16314,10000,0,P I F,0,10000,5000,0,0,0.5,2520,18834,0
1,7611764001,T ALAN ENTERPRISES INC,92692,531390,16267,2004,16,1,1,0,1,1,1,Y,N,16924,16314,20186,0,CHGOFF,19834,20000,10000,0,0,0.5,480,16794,1
0,7611994000,"HYDER & COMPANY, A CALIFORNIA",92069,531110,16267,2004,240,130,1,25,130,1,1,N,N,,16812,536000,0,P I F,0,536000,536000,0,1,1,7200,24012,0
1,7629774002,LIBIANO INVESTMENTS INC,90254,531390,16273,2004,300,3,1,0,3,1,1,0,N,,16283,429000,0,P I F,0,429000,321750,0,1,0.75,9000,25283,0
1,7632954009,J & J AIR,94558,532411,16274,2004,84,7,1,0,7,1,1,Y,N,,16314,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18834,0
0,7636764008,OLSEN APPRAISAL SERVICE,93306,531320,16275,2004,29,1,1,0,1,1,1,0,N,18292,16405,50000,0,CHGOFF,26537,50000,25000,0,0,0.5,870,17275,1
0,7640844000,US VIDEO & WIRELESS,90638,532230,16278,2004,67,4,1,0,4,1,1,T,N,16887,16314,50000,0,CHGOFF,50000,50000,25000,0,0,0.5,2010,18324,1
0,7646774004,CALIFORNIA PROPERTY ACQUISITIO,90250,531390,16280,2004,12,4,1,0,4,1,1,Y,N,,16314,65000,0,P I F,0,65000,32500,0,0,0.5,360,16674,0
1,7652004003,VIDEO FLICKS,92508,532230,16281,2004,60,3,1,0,3,1,1,Y,N,,16314,70000,0,P I F,0,70000,35000,0,0,0.5,1800,18114,0
1,7658344001,KEITH HARRIER PRODUCTION SERVI,90038,532420,16282,2004,84,2,1,3,5,1,2,0,N,,16314,206557,0,P I F,0,250000,187500,0,0,0.75,2520,18834,0
1,7660724007,TRINITY RIVER REALTY/REALTY WO,96093,531210,16285,2004,300,6,1,0,0,1,2,0,N,,16344,130000,0,P I F,0,130000,110500,0,1,0.85,9000,25344,0
1,7661604008,"WESTPOINT REALTORS, INC.",92705,531311,16285,2004,240,30,1,10,0,1,1,N,N,,16448,536000,0,P I F,0,536000,536000,0,1,1,7200,23648,0
0,7662174001,KEITH HARRIER PRODUCTION SERVI,90038,532420,16285,2004,77,2,1,3,5,1,2,Y,N,,16526,145225,0,P I F,0,100000,50000,0,0,0.5,2310,18836,0
0,7662504004,SAN JOSE CHOCOLATE FOUNTAINS,95127,532210,16285,2004,84,1,1,3,1,1,1,0,N,,16314,5000,0,P I F,0,5000,2500,0,0,0.5,2520,18834,0
0,7663014001,JUBILEE JUMPS,95492,532299,16286,2004,60,2,1,1,1,1,1,0,N,,16436,37333,0,P I F,0,40000,20000,0,0,0.5,1800,18236,0
0,7674324006,ST REAL ESTATE & FINANCIAL SVC,94086,531210,16289,2004,300,5,1,0,5,1,1,0,N,,16314,621000,0,P I F,0,621000,465750,0,1,0.75,9000,25314,0
0,7676064004,UNITED KLIMENKO REALTY,90601,531120,16289,2004,192,6,1,0,6,1,1,0,N,,16375,155000,0,P I F,0,195000,146250,0,0,0.75,5760,22135,0
1,7688034003,THE KOHLER GROUP INC,92130,531210,16294,2004,84,5,1,1,5,1,1,Y,N,,16344,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18864,0
1,7688573005,PLAZA VIDEO 2,93257,532230,12710,1995,84,4,1,0,0,1,0,N,Y,,12814,45000,0,P I F,0,45000,40500,0,0,0.9,2520,15334,0
0,7688603001,GANTON COMPUTER RENTALS,81301,532420,12710,1995,300,22,1,0,0,1,0,N,N,,12814,273000,0,P I F,0,273000,191100,0,1,0.7,9000,21814,0
0,7693064006,THE CAMERA HOUSE INC,91436,532490,16296,2004,85,25,1,0,25,1,1,0,N,,16344,1340000,0,P I F,0,1340000,1005000,0,0,0.75,2550,18894,0
1,7693173008,ADVANCED TEST EQUIPMENT CORP,92121,532420,12711,1995,300,8,1,0,0,1,0,N,N,,12814,994600,0,P I F,0,1000000,700000,0,1,0.7,9000,21814,0
1,7697064003,SHARMA,94710,531210,16296,2004,300,20,1,19,1,1,1,0,N,,16375,1899500,0,P I F,0,1899500,1424625,0,1,0.75,9000,25375,0
1,7699594002,INFUSION COMPLETE,92673,532210,16299,2004,84,2,1,5,7,1,1,Y,N,,16314,164502,0,P I F,0,98000,49000,0,0,0.5,2520,18834,0
1,7705564001,TIG ENTERPRISES LLC,91745,531311,16300,2004,84,2,1,0,2,1,1,Y,N,,16526,45000,0,P I F,0,40000,20000,0,0,0.5,2520,19046,0
1,7707774009,"OANDASON REALTY, INC.",95403,531210,16301,2004,240,12,1,6,0,1,1,0,N,,16357,308000,0,P I F,0,310000,310000,0,1,1,7200,23557,0
1,7725144001,BC FINANCIAL GROUP,92663,531210,16307,2004,33,12,1,2,12,1,1,0,N,17997,16495,50000,0,CHGOFF,28120,50000,25000,0,0,0.5,990,17485,1
1,7740954006,VIDEO MAX,91342,532230,16310,2004,60,2,1,0,2,1,1,Y,N,,16344,50000,0,P I F,0,50000,25000,0,0,0.5,1800,18144,0
0,7741014008,ALLANTE FINANCIAL SERVICES,95682,531210,16310,2004,41,6,1,2,6,1,2,Y,N,18371,16344,63000,0,CHGOFF,60786,63000,31500,0,0,0.5,1230,17574,1
1,7752104006,NORTH BAY COMMERCIAL REAL ESTA,95404,531210,16315,2004,300,17,1,0,17,1,1,0,N,,16344,1340000,0,P I F,0,1340000,1005000,0,1,0.75,9000,25344,0
0,7754444007,MERCURY FITNESS INCORPORATED,94115,532220,16315,2004,84,1,1,0,1,1,1,Y,N,,16344,15000,0,P I F,0,15000,7500,0,0,0.5,2520,18864,0
1,7762184001,50/50 ENTERTAINMENT INC,90022,532230,16317,2004,300,16,1,4,12,1,1,0,N,,16375,675000,0,P I F,0,675000,506250,0,1,0.75,9000,25375,0
1,7762754006,TRIAD REALTORS,92277,531210,16317,2004,300,11,1,0,0,1,1,N,N,,16405,294000,0,P I F,0,294000,220500,0,1,0.75,9000,25405,0
0,7762793000,MEGA VIDEO,95621,532230,12729,1995,300,8,1,0,0,1,0,N,N,,12814,401000,0,P I F,0,401000,300750,0,1,0.75,9000,21814,0
1,7765744009,CRUISER KING,92109,532292,16317,2004,300,1,1,0,1,1,1,0,N,,16375,302400,0,P I F,0,302400,226800,0,1,0.75,9000,25375,0
1,7783944003,REDMOND RESOURCES,95817,531210,16323,2004,240,3,1,5,0,1,1,0,N,,16567,208000,0,P I F,0,208000,208000,0,1,1,7200,23767,0
0,7798324008,LIGHT TECH PRO INC,90036,532299,16328,2004,36,1,1,1,2,1,1,Y,N,,16405,21081,0,P I F,0,25000,12500,0,0,0.5,1080,17485,0
0,7800774003,AMM DEVELOPMENT CORPORATION,95610,531210,16328,2004,84,1,1,0,1,1,1,Y,N,,16467,23611,0,P I F,0,20000,10000,0,0,0.5,2520,18987,0
1,7801614003,CHAMPION AUTO SALES,92620,532111,16328,2004,300,11,1,0,11,1,1,0,N,,16344,450000,0,P I F,0,450000,225000,0,1,0.5,9000,25344,0
1,7806684001,MARTIN ASSOCIATES BROKERAGE,92882,531210,16329,2004,240,4,1,2,0,1,1,0,N,,16665,661000,0,P I F,0,661000,661000,0,1,1,7200,23865,0
1,7810194010,SHEPHERD REALTY GROUP,92506,531210,16330,2004,240,20,1,5,20,1,1,0,N,,17057,665000,0,P I F,0,665000,665000,0,1,1,7200,24257,0
1,7811513005,VIDEO SCENE,95118,532230,12739,1995,48,3,1,0,0,1,0,N,Y,,12903,45000,0,P I F,0,45000,40500,0,0,0.9,1440,14343,0
0,7814974005,"SOLARI ENTERPRISE, INC.",92867,531311,16331,2004,240,8,1,8,0,1,1,N,N,,16420,505000,0,P I F,0,505000,505000,0,1,1,7200,23620,0
0,7815224005,SIGNATURE MRI SALES & SERVICES,90066,532490,16331,2004,36,1,1,0,1,1,1,Y,N,,16344,60014,0,P I F,0,30000,15000,0,0,0.5,1080,17424,0
1,7824123005,PLACER TV INC,95825,532230,12743,1995,300,2,1,0,0,1,0,N,0,,12814,500000,0,P I F,0,500000,350000,0,1,0.7,9000,21814,0
1,7839684008,NETWORK CRANE & EQUIPMENT CO,94553,532412,16337,2004,82,1,1,0,1,1,1,Y,N,,16375,58788,0,P I F,0,25000,12500,0,0,0.5,2460,18835,0
1,7861954002,SW COMMERCIAL CREDIT INC,90017,532490,16343,2004,12,2,1,2,2,1,1,Y,N,,16375,100000,0,P I F,0,100000,50000,0,0,0.5,360,16735,0
0,7867274000,COPIER LINE USA,90015,532420,16349,2005,300,3,1,0,0,1,1,N,N,,16375,675000,0,P I F,0,675000,506250,0,1,0.75,9000,25375,0
0,7889943005,VIDEO TYME,93001,532230,12761,1995,84,35,1,0,0,1,0,N,N,,12814,100000,0,P I F,0,100000,90000,0,0,0.9,2520,15334,0
1,7892454008,HOLLYWOOD HONEYWAGON & PRODUCT,91606,532120,16348,2005,120,5,1,0,5,1,1,0,N,,16375,200000,0,P I F,0,200000,150000,0,0,0.75,3600,19975,0
0,7929464005,"VISION G12,INC.",90804,532230,16357,2005,60,3,2,0,3,1,1,0,N,,16405,130000,0,P I F,0,130000,65000,1,0,0.5,1800,18205,0
0,7951304010,SCOOTCAR RENTALS,94133,532292,16362,2005,129,3,1,0,3,1,1,0,N,18360,16467,410000,0,CHGOFF,332877,410000,307500,0,0,0.75,3870,20337,1
1,7953944007,AA PRIOR CORP,91762,532230,16362,2005,84,7,1,2,7,1,1,0,N,,16405,50000,0,P I F,0,50000,25000,0,0,0.5,2520,18925,0
1,7958734002,NOONIS DEVELOPMENT INC,95608,531390,16363,2005,84,1,1,1,1,1,1,0,N,,16436,35000,0,P I F,0,35000,17500,0,0,0.5,2520,18956,0
0,7959854005,SOMMERVILLE INVESTMENT COMPANY,90043,531311,16363,2005,300,7,1,4,3,1,1,0,N,,16436,403700,0,P I F,0,403700,302775,0,1,0.75,9000,25436,0
0,7960284008,CONDOS ETC.,92614,531210,16363,2005,87,1,2,0,0,1,1,0,Y,17771,16405,100000,0,CHGOFF,89902,100000,85000,1,0,0.85,2610,19015,1
1,7963274000,VIDEO ALL STARS,91344,532230,16364,2005,24,3,1,3,3,1,1,Y,N,,16436,100000,0,P I F,0,100000,50000,0,0,0.5,720,17156,0
1,7964164004,SAN FERNANDO REALTY INC,91342,531210,16364,2005,300,5,1,5,10,1,1,0,N,,16375,640000,0,P I F,0,640000,480000,0,1,0.75,9000,25375,0
1,7965304000,EXECUTIVE OFFICE CENTERS,90623,531120,16364,2005,38,2,1,1,3,1,1,Y,N,18438,16436,99340,0,CHGOFF,39799,40000,20000,0,0,0.5,1140,17576,1
1,7984583002,STEVEN OH AJAX RENT A CAR,90006,532111,12796,1995,60,6,1,0,0,1,0,N,Y,,12814,100000,0,P I F,0,100000,90000,0,0,0.9,1800,14614,0
0,7995924010,BANANA VIDEO/HOLLYWOOD YOGURT,91942,532230,16370,2005,120,2,2,12,2,1,1,0,N,,16405,131000,0,P I F,0,131000,111350,1,0,0.85,3600,20005,0
1,7996184004,BLOSSOM VALLEY AVIATION LLC,92021,532411,16370,2005,36,1,1,0,1,1,1,Y,N,,16405,45300,0,P I F,0,45000,22500,0,0,0.5,1080,17485,0
0,8053424003,SHIRLEY S. LEE,95330,531210,16379,2005,270,6,2,0,0,1,2,N,N,,16495,299200,0,P I F,0,336000,252000,1,1,0.75,8100,24595,0
0,8053804010,ACHESON REAL ESTATE & APPRAISA,92868,531110,16379,2005,240,5,1,4,5,1,1,0,N,,16483,186000,0,P I F,0,186000,186000,0,1,1,7200,23683,0
0,8077684005,GLASTONBURY IN,93955,532490,16384,2005,60,2,1,2,4,1,2,0,N,,16405,60000,0,P I F,0,60000,30000,0,0,0.5,1800,18205,0
0,8088034004,SOUTHERN PACIFIC REALTY & FINA,91780,531210,16385,2005,300,8,1,4,8,1,1,0,N,,16405,652000,0,P I F,0,652000,489000,0,1,0.75,9000,25405,0
0,8132923002,"MOVIE MOVERS,ET AL",91405,532120,12843,1995,120,25,1,0,0,1,0,,N,,12903,700000,0,P I F,0,700000,595000,0,0,0.85,3600,16503,0
1,8166514002,ACTION ENTERPRISES,95682,532490,16398,2005,84,1,1,0,1,1,2,0,N,,16436,175000,0,P I F,0,175000,131250,0,0,0.75,2520,18956,0
1,8167114002,OAKVILLE CAPITAL OAKVILLE PROP,95037,531210,16398,2005,84,1,1,0,1,1,1,Y,N,,16467,25000,0,P I F,0,25000,12500,0,0,0.5,2520,18987,0
0,8168453005,"HALE VIDEO ENTERPRISES, INC.",96007,532230,12855,1995,300,9,1,0,0,1,0,,N,,13087,495000,0,P I F,0,495000,371250,0,1,0.75,9000,22087,0
0,8185294003,"Realty Roundup, Inc.",95624,531311,16401,2005,240,10,1,5,0,1,1,0,N,,16847,239000,0,P I F,0,239000,239000,0,1,1,7200,24047,0
0,8223394000,BILL FERRELL CO,91411,532490,16408,2005,60,9,1,1,1,1,1,0,N,,16467,100000,0,P I F,0,100000,50000,0,0,0.5,1800,18267,0
0,8225414008,PROFESSIONAL REAL ESTATE SERVI,92666,531210,16408,2005,240,12,1,8,0,1,1,0,N,,17456,1300000,0,P I F,0,1300000,1300000,0,1,1,7200,24656,0
1,8236924003,ANB PROPERTY CORP.,95070,531210,16411,2005,240,1,1,2,0,1,1,0,N,,16511,169000,0,P I F,0,169000,169000,0,1,1,7200,23711,0
0,8243953003,FIRST RUN VIDEO,96001,532230,12880,1995,240,70,1,9,14,1,0,N,N,,13284,456000,0,P I F,0,456000,456000,0,1,1,7200,20484,0
0,8284514003,345 VIDEO,90061,532230,16418,2005,84,1,1,1,1,1,1,0,N,,16436,5000,0,P I F,0,5000,4250,0,0,0.85,2520,18956,0
0,8294133004,SHOWCASE RENTAL CARS,92663,532112,12899,1995,84,5,1,0,0,1,0,N,Y,,12995,100000,0,P I F,0,100000,90000,0,0,0.9,2520,15515,0
1,8300034002,RA SNYDER PROPERTIES INC,92108,531311,16420,2005,240,195,1,20,0,1,1,0,N,,16511,412000,0,P I F,0,412000,412000,0,1,1,7200,23711,0
0,8325214004,CONQUESTEAM CORPORATION,92804,531210,16425,2005,300,3,1,0,3,1,1,0,N,,16436,549000,0,P I F,0,549000,411750,0,1,0.75,9000,25436,0
1,8350884008,SAM'S VIDEO,92844,532230,16428,2005,59,2,1,2,2,1,1,Y,N,,16495,50000,0,P I F,0,50000,25000,0,0,0.5,1770,18265,0
1,8353253006,TURN-KEY PROPERTY MANAGEMENT,93446,531110,12922,1995,84,1,1,0,0,1,0,N,Y,,12995,63000,0,P I F,0,63000,56700,0,0,0.9,2520,15515,0
1,8356894001,PREMIER REALTY & ASSET MANAGEM,95662,531120,16432,2005,300,2,1,0,2,1,1,0,N,,16436,1440000,0,P I F,0,1440000,1080000,0,1,0.75,9000,25436,0
1,8381974003,GLOBAL ONE LENDING LLC,91803,531210,16435,2005,240,535,1,0,535,1,1,0,N,,16539,549000,0,P I F,0,549000,549000,0,1,1,7200,23739,0
1,8383334003,BILL FERRELL CO,91411,532490,16435,2005,82,9,1,1,10,1,1,Y,N,,16467,889001,0,P I F,0,100000,50000,0,0,0.5,2460,18927,0
0,8394103003,OMNI RENT-A-CAR INC,92621,532111,12939,1995,300,20,1,0,0,1,0,N,N,,13087,244836,0,P I F,0,244836,183627,0,1,0.75,9000,22087,0
1,8394683002,"OMNI RENT-A-CAR, INC.",92621,532111,12939,1995,120,15,1,0,0,1,0,N,N,,13087,221164,0,P I F,0,221164,187989,0,0,0.849998191,3600,16687,0
1,8398353005,NEIGHBOR VIDEO,94804,532230,12940,1995,300,3,1,0,0,1,0,0,N,,12995,156000,0,P I F,0,156000,109200,0,1,0.7,9000,21995,0
1,8421214004,VIDEO BOX,91765,532230,16443,2005,8,4,1,4,4,1,1,0,N,18471,16526,100000,0,CHGOFF,13866,100000,50000,0,0,0.5,240,16766,1
1,8426504007,HELP-U-SELL DISTINCTIVE HOMES,92120,531210,16443,2005,84,4,1,0,0,37481,1,Y,N,,16617,20000,0,P I F,0,20000,10000,0,0,0.5,2520,19137,0
0,8436424000,"TC APPRAISALS, INC.",90066,531320,16446,2005,300,15,1,1,14,1,1,0,N,,16467,639000,0,P I F,0,639000,479250,0,1,0.75,9000,25467,0
0,8451404003,"TOWN & COUNTRY HOME LOANS,INC",92065,531210,16448,2005,84,5,1,0,0,1,2,0,Y,,16495,100000,0,P I F,0,100000,85000,0,0,0.85,2520,19015,0
0,8451514001,ACE CASINO RENTALS,94070,532292,16448,2005,120,2,1,0,0,1,1,N,N,,16526,253000,0,P I F,0,253000,189750,0,0,0.75,3600,20126,0
0,8471983003,CALIFORNIA RENT-A-CAR,92101,532111,12967,1995,84,3,1,0,0,1,0,N,Y,,12995,96000,0,P I F,0,96000,86400,0,0,0.9,2520,15515,0
1,8502044003,CALCOM REALTY AND OC HOME IMPR,92563,531210,16456,2005,300,2,1,1,3,1,1,0,N,,16556,178000,0,P I F,0,178000,133500,0,1,0.75,9000,25556,0
1,8504664005,BOMBORA INVESTMENTS INC,92126,531210,16457,2005,84,1,2,0,0,1,1,Y,N,,16467,10000,0,P I F,0,10000,5000,1,0,0.5,2520,18987,0
0,8505713002,BROADWAY VIDEO,93930,532230,12977,1995,84,8,2,0,0,1,0,N,Y,,12995,41404,0,P I F,0,50000,45000,1,0,0.9,2520,15515,0
0,8507383003,VIDEO JOY,92404,532230,12978,1995,300,6,1,0,0,1,0,N,N,,13087,185000,0,P I F,0,185000,138750,0,1,0.75,9000,22087,0
1,8509513009,M.A. CIRILLO & ASSOCIATES,92701,531190,12978,1995,240,13,1,9,4,1,0,N,N,,13249,105000,0,P I F,0,105000,105000,0,1,1,7200,20449,0
1,8518104002,GLOBAL ONE LENDING LLC,95834,531390,16460,2005,240,220,1,1,220,1,1,0,N,,16966,667000,0,P I F,0,667000,667000,0,1,1,7200,24166,0
1,8524464001,CINEMA HEAVEN,90004,532230,16461,2005,36,2,1,2,2,1,1,0,N,,16467,50000,0,P I F,0,50000,25000,0,0,0.5,1080,17547,0
0,8533373004,RAE CO/CITY CAR RENTAL,91204,532111,12988,1995,86,2,2,0,0,1,0,N,Y,,13087,75000,0,P I F,0,75000,67500,1,0,0.9,2580,15667,0
0,8535384007,Dominador Calantog,94014,531210,16463,2005,219,2,2,2,0,1,1,0,N,19935,16526,704000,0,CHGOFF,19875,704000,528000,1,0,0.75,6570,23096,1
0,8539804010,Reynaldo C Munive,91730,531210,16463,2005,240,5,1,7,0,1,1,0,N,,16812,373000,0,P I F,0,388000,388000,0,1,1,7200,24012,0
1,8544284003,SAN DIEGO SHORES REAL ESTATE,92101,531210,16464,2005,120,8,1,3,11,1,1,0,N,,16495,218300,0,P I F,0,218300,163725,0,0,0.75,3600,20095,0
1,8550924001,MEDICAL REAL ESTATE DEVELOPMEN,92586,531390,16467,2005,240,5,1,1,0,1,1,0,N,,16994,388000,0,P I F,0,388000,388000,0,1,1,7200,24194,0
0,8561553007,SING YOUNG MUSIC WORLD,91748,532230,12997,1995,84,5,1,0,0,1,0,N,Y,,13087,30000,0,P I F,0,30000,27000,0,0,0.9,2520,15607,0
0,8562674006,FOUNDERS MORTGAGE USA,90630,531210,16469,2005,240,15,1,5,0,1,1,0,N,,16602,435000,0,P I F,0,435000,435000,0,1,1,7200,23802,0
