recordid,customer_id,account_length,area_code,international_plan,total_intl_minutes,total_intl_calls,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes_2,total_intl_calls_2,total_intl_charge,number_customer_service_calls,churn
10153,11731486,117,415,false,4.4,4,true,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,false
10154,25188863,56,510,false,8.9,2,false,0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,false
10155,56741143,123,408,false,15.4,7,true,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,false
10156,28059319,127,408,false,8.8,4,false,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,false
10157,24141996,116,415,false,11.8,3,true,23,253.0,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,false
10158,22249502,138,510,false,15.0,3,true,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,false
10159,31948870,120,415,false,7.8,2,false,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,false
10160,59192617,102,408,false,7.7,2,false,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,false
10161,24019028,95,415,false,13.4,6,false,0,167.6,96,28.49,176.0,89,14.96,250.9,113,11.29,13.4,6,3.62,2,false
10162,65728289,102,408,false,9.9,2,false,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,false
10163,58786211,89,415,false,10.6,10,true,25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,false
10164,28654895,50,408,false,10.5,6,false,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,false
10165,33489519,93,415,false,11.3,5,true,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,false
10166,317769073,68,510,false,15.1,11,false,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,false
10167,59857904,70,408,false,8.0,3,false,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8.0,3,2.16,2,false
10168,56631534,138,415,false,14.2,6,true,29,190.1,87,32.32,223.2,123,18.97,256.2,130,11.53,14.2,6,3.83,0,false
10169,11504065,141,415,false,8.0,3,true,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,false
10170,34474221,112,415,false,9.7,3,true,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,false
10171,33455668,117,510,true,8.6,2,false,0,54.2,100,9.21,303.2,84,25.77,171.8,84,7.73,8.6,2,2.32,1,true
10172,27017581,1,408,false,8.1,9,true,26,208.0,115,35.36,185.0,113,15.73,177.7,144,8.0,8.1,9,2.19,1,false
10173,33637042,70,415,false,13.2,4,false,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1,false
10174,59100370,87,510,false,7.1,3,true,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,false
10175,59018937,52,510,false,5.3,3,true,21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,false
10176,22083026,97,408,false,8.9,4,false,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,true
10177,12383824,105,408,false,16.2,3,false,0,166.1,93,28.24,175.9,106,14.95,243.5,55,10.96,16.2,3,4.37,2,false
10178,15621063,77,510,false,11.5,3,true,28,135.9,117,23.1,244.5,102,20.78,207.5,74,9.34,11.5,3,3.11,4,true
10179,12410957,80,415,true,13.9,3,false,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,true
10180,30243364,120,510,false,11.5,4,true,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,false
10181,42474882,54,408,false,12.5,8,true,39,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,false
10182,23562374,148,510,true,8.6,3,false,0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,false
10183,14883318,119,408,false,13.9,1,false,0,287.1,115,48.81,159.3,99,13.54,216.8,86,9.76,13.9,1,3.75,2,true
10184,25445974,162,408,false,9.3,8,true,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,true
10185,58301953,85,510,false,10.9,3,false,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5,true
10186,17096546,101,510,false,14.5,3,true,25,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,false
10187,59238394,172,415,false,5.9,6,false,0,172.5,85,29.33,253.1,71,21.51,221.6,113,9.97,5.9,6,1.59,0,false
10188,4553749,80,415,false,5.5,4,false,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,false
10189,7834245,67,510,false,10.9,5,false,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,false
10190,68882489,86,408,false,9.7,5,false,0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,false
10191,6.02e+11,107,415,false,12.1,4,false,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1,true
10192,661173,133,510,false,11.2,7,false,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,false
10193,67952416,116,510,false,8.0,3,false,0,164.6,110,27.98,270.6,103,23.0,230.4,109,10.37,8.0,3,2.16,0,false
10194,25538232,63,408,false,7.4,7,false,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2.0,0,false
10195,32448409,119,408,true,7.7,2,true,16,147.2,103,25.02,160.1,96,13.61,184.0,120,8.28,7.7,2,2.08,0,true
10196,13846134,133,408,true,8.0,3,false,0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8.0,3,2.16,0,true
10197,34549436,94,408,true,8.7,4,false,0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,false
10198,29602646,69,510,false,11.4,5,false,0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,false
10199,11852886,146,408,false,7.9,4,false,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,true
10200,27003946,119,510,false,8.9,1,false,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,true
10201,54903943,142,408,true,9.8,3,true,25,191.1,109,32.49,149.6,120,12.72,227.8,60,10.25,9.8,3,2.65,0,false
10202,13631635,123,408,false,8.3,2,false,0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,false
10203,50356435,101,408,false,13.5,8,false,0,239.0,156,40.63,273.0,106,23.21,278.2,93,12.52,13.5,8,3.65,1,true
10204,306046004,43,415,false,8.0,5,false,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0,false
10205,33675232,69,408,false,5.5,5,false,0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,false
10206,31893779,15,510,true,8.1,3,false,0,141.4,80,24.04,123.9,76,10.53,323.5,88,14.56,8.1,3,2.19,2,false
10207,23740194,107,510,false,12.0,1,true,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,false
10208,28145043,67,510,false,4.9,3,false,0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,false
10209,56003080,99,415,false,11.4,7,false,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1,false
10210,303608699,46,415,false,8.1,1,false,0,164.2,116,27.91,196.2,153,16.68,236.1,119,10.62,8.1,1,2.19,1,false
10211,15638521,55,408,true,9.7,4,false,0,221.0,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,false
10212,25743592,39,415,false,11.5,2,false,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,true
10213,54622816,92,510,false,9.4,7,false,0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,false
10214,6435499,56,415,false,14.8,1,false,0,162.3,99,27.59,149.1,78,12.67,255.5,115,11.5,14.8,1,4.0,4,true
10215,69222271,76,415,false,7.7,2,false,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,true
10216,28090959,132,408,true,12.9,3,true,33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,false
10217,3265014,140,510,false,11.1,9,true,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,false
10218,34051383,51,510,true,12.3,7,true,12,135.8,60,23.09,200.6,134,17.05,192.4,98,8.66,12.3,7,3.32,2,false
10219,53509931,27,408,false,12.7,6,false,0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,false
10220,303825020,224,510,false,5.5,6,false,0,111.4,133,18.94,175.0,66,14.88,217.2,106,9.77,5.5,6,1.49,3,false
10221,53448734,105,510,true,14.7,3,true,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0,true
10222,23075062,117,408,false,12.0,4,false,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2,false
10223,53028502,91,415,false,10.3,15,false,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,true
10224,33353798,135,415,false,10.3,3,false,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,false
10225,50631795,146,415,false,10.3,2,false,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,false
10226,27732387,147,415,true,9.9,1,false,0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,true
10227,67628024,68,510,false,8.9,6,false,0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,true
10228,54673827,68,408,false,10.2,5,false,0,131.6,89,22.37,137.0,109,11.65,256.3,107,11.53,10.2,5,2.75,3,false
10229,58100439,86,408,false,10.1,9,true,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,false
10230,59765966,131,415,false,9.9,5,false,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,false
10231,33067794,86,415,false,12.9,3,true,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,false
10232,24417610,159,415,false,7.4,5,false,0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2.0,2,true
10233,31764384,134,415,false,10.8,6,true,40,142.9,105,24.29,88.6,61,7.53,290.0,96,13.05,10.8,6,2.92,1,false
10234,313749442,113,510,false,9.9,1,false,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1,false
10235,22069686,132,408,false,10.2,6,false,0,206.2,100,35.05,211.2,118,17.95,196.2,122,8.83,10.2,6,2.75,1,false
10236,40253940,85,415,false,11.2,7,false,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,false
10237,25761891,93,510,true,14.0,7,true,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14.0,7,3.78,1,true
10238,58502485,174,408,false,14.5,4,true,33,167.8,91,28.53,205.3,91,17.45,130.0,132,5.85,14.5,4,3.92,4,true
10239,24360620,61,415,false,7.0,3,false,0,197.7,118,33.61,152.2,96,12.94,221.0,93,9.95,7.0,3,1.89,2,false
10240,52164753,91,415,false,10.9,4,true,39,169.8,105,28.87,65.2,116,5.54,144.4,92,6.5,10.9,4,2.94,1,false
10241,38402855,88,408,false,9.8,1,true,28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,false
10242,29088192,88,408,false,12.8,3,true,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,false
10243,57417131,195,415,false,12.1,2,true,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,false
10244,21379300,182,415,false,6.5,4,false,0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,false
10245,68297498,118,408,false,8.2,7,false,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,false
10246,38948360,103,408,false,10.4,8,false,0,150.6,125,25.6,169.1,126,14.37,221.2,104,9.95,10.4,8,2.81,8,true
10247,28740157,65,510,false,5.5,4,false,0,192.0,89,32.64,139.5,88,11.86,187.4,102,8.43,5.5,4,1.49,2,false
10248,22079727,61,408,false,9.9,3,true,25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,false
10249,10099802,172,415,false,6.5,9,false,0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,false
10250,67508762,72,415,false,11.8,3,false,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,false
10251,313069486,113,510,false,11.0,3,false,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,false
10252,62077466,177,408,false,14.2,2,false,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,false
10253,5593470,100,408,false,9.5,1,false,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,true
10254,25040775,67,415,false,8.6,6,false,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,false
10255,23010598,136,415,false,9.4,6,false,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,false
10256,55485270,71,415,false,9.7,8,false,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,false
10257,53916318,134,408,false,11.8,6,false,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,false
10258,30289284,124,415,false,11.3,2,false,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,false
10259,54201686,84,415,false,9.8,6,false,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,false
10260,8110199,39,408,false,9.8,4,false,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,false
10261,37310307,110,510,false,15.3,3,false,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,false
10262,27915909,102,510,false,11.2,5,false,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,false
10263,58864869,70,415,false,11.6,4,false,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,false
10264,33245010,142,415,false,10.9,1,false,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,false
10265,38725966,81,510,true,7.8,5,false,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,false
10266,58333444,17,415,false,8.6,5,false,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,false
10267,43515519,119,408,false,10.0,2,false,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,true
10268,34818641,105,415,false,8.7,3,false,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,true
10269,53616900,108,415,true,13.6,5,true,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,true
10270,6845861,90,415,false,11.4,3,false,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,false
10271,51418416,100,415,false,12.1,4,true,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,false
10272,28712420,155,408,false,6.8,6,true,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,false
10273,4627014,113,510,false,9.2,4,false,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,true
10274,9542416,123,415,false,8.7,4,false,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,false
10275,38233128,145,408,false,7.6,3,false,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,false
10276,22901136,42,415,false,8.8,3,false,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,false
10277,25167362,125,510,false,10.9,7,false,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,false
10278,23841984,131,415,false,6.7,3,true,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,false
10279,15575855,107,415,false,8.5,3,false,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,false
10280,58859737,48,408,false,5.1,5,false,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,false
10281,55252936,76,510,false,8.0,4,false,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,false
10282,58053109,128,415,false,6.8,2,false,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,false
10283,28140283,73,415,false,10.0,8,false,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,false
10284,37219250,52,415,false,7.0,4,false,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,true
10285,33964578,126,415,true,9.6,7,true,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,false
10286,34884221,124,415,false,6.1,6,false,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,false
10287,29744885,137,408,false,11.1,5,false,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,false
10288,29641727,71,510,false,11.8,10,false,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,true
10289,40926800,139,415,false,5.6,4,false,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,false
10290,2962389,107,510,false,12.6,4,true,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,false
10291,23570229,147,408,false,10.2,2,false,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,false
10292,51150563,116,510,false,12.4,2,false,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,false
10293,32279671,60,510,false,12.8,3,true,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,false
10294,51087765,38,510,false,13.9,11,false,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,false
10295,29084936,63,408,false,11.1,4,false,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,false
10296,29005600,94,415,false,10.4,3,false,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,false
10297,39272455,131,415,false,10.1,5,false,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,false
10298,15489156,158,510,false,11.0,6,false,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,false
10299,16930539,139,510,false,11.1,2,false,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,true
10300,57419327,77,415,false,2.0,7,false,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,false
10301,1656370,140,415,false,9.4,10,false,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,false
10302,25639451,72,408,false,8.0,6,false,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,false
10303,303263727,52,510,false,13.5,2,true,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,false
10304,32302788,103,510,false,13.0,3,false,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,false
10305,1272160,74,415,false,9.0,4,true,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,false
10306,32426017,124,415,false,12.5,4,false,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,false
10307,22670038,85,510,false,6.3,1,true,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,false
10308,29521929,113,408,false,8.7,2,true,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,true
10309,29517083,71,408,false,7.0,2,false,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,false
10310,12254181,177,415,false,10.4,2,true,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,false
10311,69858181,49,415,true,15.6,6,false,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,true
10312,59054320,106,510,true,13.3,3,false,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,true
10313,55719041,60,510,false,7.4,3,false,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,false
10314,55711915,43,408,false,12.7,2,false,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,false
10315,51913598,66,510,false,5.3,5,false,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,false
10316,317076529,125,415,false,15.7,4,false,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,false
10317,67424556,114,510,false,9.4,3,true,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,false
10318,303709182,112,415,false,16.4,5,false,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,true
10319,29503323,101,408,false,8.2,5,true,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,false
10320,65438111,70,415,false,12.1,1,false,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,false
10321,24271009,59,408,false,10.2,4,false,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,false
10322,50168749,59,408,false,12.1,2,false,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,false
10323,28934537,124,415,false,12.0,7,true,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,false
10324,51450534,99,415,false,12.4,4,false,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,false
10325,27335488,150,510,false,12.6,3,false,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,false
10326,306889692,81,510,false,7.6,3,false,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,false
10327,55393474,86,510,false,4.5,3,false,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,false
10328,58029430,84,510,false,10.6,7,false,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,false
10329,50925007,118,510,false,11.7,1,true,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,false
10330,58003674,89,415,false,7.6,3,false,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,false
10331,22627509,93,415,false,13.1,6,false,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,false
10332,55653521,85,415,false,9.7,3,false,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,false
10333,57806192,160,408,false,10.9,9,false,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,false
10334,1399617,28,415,false,10.1,3,false,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,false
10335,304336738,73,408,false,10.7,14,false,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,true
10336,320501836,156,408,false,12.9,5,false,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,false
10337,34457036,33,415,true,13.0,6,false,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,false
10338,72261753,77,510,false,17.8,3,false,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,false
10339,27228261,119,415,false,11.1,7,false,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,false
10340,33260738,91,510,false,6.6,2,true,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,false
10341,31739303,102,510,false,6.2,6,false,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,false
10342,15247489,86,415,false,11.9,4,true,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,false
10343,4346565,82,415,false,8.3,4,false,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,false
10344,33322868,89,408,false,12.7,7,false,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,false
10345,55881940,86,415,false,9.3,7,false,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,false
10346,31915127,134,408,false,6.1,2,false,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,false
10347,67333351,92,415,false,10.8,2,false,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,false
10348,33058777,87,510,false,13.7,3,false,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,false
10349,14466239,64,408,false,13.8,4,false,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,false
10350,59175588,80,510,false,9.2,5,false,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,false
10351,23888985,165,415,false,9.5,4,true,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,false
10352,37253051,153,415,false,7.5,11,true,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,false
10353,33819392,41,415,false,11.1,4,true,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,false
10354,1445923,108,415,false,5.2,1,false,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,false
10355,12461729,104,415,false,11.1,4,true,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,false
10356,33231218,115,408,false,10.6,7,false,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,false
10357,25683947,87,415,false,13.4,3,false,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,false
10358,3680592,159,415,false,12.6,3,true,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,false
